sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	circularity_status	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	predicted_mobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_identification	repetitive_dna_id	repetitive_dna_type	filtering_reason
finetune_2024-09-07-10-59_samples	chromosome	-	-	Sequence_0	2047	63.409868099658034	9099f9ede8ec0e564c7e1aab3174abc4	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
finetune_2024-09-07-10-59_samples	plasmid	AA337	-	Sequence_1	2047	60.869565217391305	4ec90c8f746e077a5bea2ead5919b4ab	not tested	-	-	-	-	-	-	-	-	-	CP041566	0.0533217	Escherichia coli	-	-	-
finetune_2024-09-07-10-59_samples	chromosome	-	-	Sequence_2	2047	60.28334147532975	2d7111b76c033cb235dadd7aeff92188	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
finetune_2024-09-07-10-59_samples	chromosome	-	-	Sequence_3	2047	33.51245725451881	b625e132392abbc266b6b6581d61ef92	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
finetune_2024-09-07-10-59_samples	chromosome	-	-	Sequence_4	2047	57.74303859306302	9fb8a9cf66162b573c36d0abd8c06aeb	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
finetune_2024-09-07-10-59_samples	chromosome	-	-	Sequence_5	2047	48.803126526624325	c71a2bbc5831c74aa3261991bd9e1bfa	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
finetune_2024-09-07-10-59_samples	chromosome	-	-	Sequence_6	2047	46.262823644357596	c3d097c9c0c6720ba412b20baa939a42	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
finetune_2024-09-07-10-59_samples	chromosome	-	-	Sequence_7	2047	46.40937957987298	1089179454de73b6fe28ed4e53a549be	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
finetune_2024-09-07-10-59_samples	chromosome	-	-	Sequence_8	2047	46.80019540791402	4f31732acb87bc40598ceea4b9a74289	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
finetune_2024-09-07-10-59_samples	chromosome	-	-	Sequence_9	2047	43.527112848070345	2b419a8b5d1805a8e5510a52f842b3cd	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
