sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	circularity_status	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	predicted_mobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_identification	repetitive_dna_id	repetitive_dna_type	filtering_reason
samples_llm_mar17	chromosome	-	-	sample_0	759	43.47826086956522	485b66c660ca91a64bb9e5f44f8df244	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_mar17	chromosome	-	-	sample_1	3115	42.60032102728732	e5173b88cc85fbd5fd4df98205f51c62	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_mar17	chromosome	-	-	sample_2	6021	47.56684936057133	d1a99c99244474f69c83cffc8cd87302	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_mar17	chromosome	-	-	sample_3	3737	37.597002943537596	b46e995bf6d088c595c86d5dc21a2890	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_mar17	chromosome	-	-	sample_4	3925	42.1656050955414	dbc478ee5395397e7e734a498ac5ecf3	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_mar17	chromosome	-	-	sample_5	4091	55.21877291615742	f71c7296373a63ef8df36e950717638a	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_mar17	chromosome	-	-	sample_6	688	45.348837209302324	deab92e65ced3d0fbc4a815d27991f1d	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_mar17	chromosome	-	-	sample_7	9729	41.30948710042142	5516a2c1feef6e22bcf4fec6bc01826d	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_mar17	chromosome	-	-	sample_8	5800	46.39655172413793	b3939572073edfda93734960191a13c4	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_mar17	chromosome	-	-	sample_9	2642	35.200605601816804	8cc3767b7a8697d2a44b068a5a1ac1ca	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_mar17	chromosome	-	-	sample_10	1714	38.2147024504084	9e6386912150c9ce4c9a58444c0b45fa	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_mar17	chromosome	-	-	sample_11	3158	47.878404053198224	97b231f6f3182f3c4c22253fe7e99dd4	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_mar17	chromosome	-	-	sample_12	436	36.23853211009175	00ca17ddff2dde4f5b8eb9901c6fa409	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_mar17	chromosome	-	-	sample_13	2584	63.54489164086687	11fb2a35802f71a172cc57660c29e8d9	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_mar17	chromosome	-	-	sample_14	4294	45.738239403819286	e145b4be4b5718a66e2f30a66f81132f	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_mar17	chromosome	-	-	sample_15	3925	40.17834394904459	e0f643f743cc0c8319b236fa0940b681	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_mar17	chromosome	-	-	sample_16	1964	42.56619144602851	01abf9acd02ab3f1131878692e48e1d4	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_mar17	chromosome	-	-	sample_17	10049	38.809831824062094	8768e949d0edaa0ebeebd0c5eaccf8ec	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_mar17	chromosome	-	-	sample_18	1596	43.17042606516291	c04645d18867013a99baa9106d082e86	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_mar17	chromosome	-	-	sample_19	9173	62.25880300883026	a322112b7c65b1734591b43ef5c73691	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_mar17	chromosome	-	-	sample_20	2694	39.82925018559762	d9452a7787ab9d11ef29863ef8dc5859	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_mar17	chromosome	-	-	sample_21	1170	49.05982905982906	faa5cb73a258d4906943872c21ed0a2f	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_mar17	chromosome	-	-	sample_22	199	40.20100502512563	f46c65579edad827f69f90b01bf9a827	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_mar17	chromosome	-	-	sample_23	2260	44.7787610619469	c3ed5848661b56e5568c4020e87eeb15	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_mar17	chromosome	-	-	sample_24	10049	40.49159120310479	0850111680818e26e9ecf7a5489f776e	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_mar17	chromosome	-	-	sample_25	2551	38.72990983927871	a9e9d2019aa80b356201c9fa34cb2cf9	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_mar17	chromosome	-	-	sample_26	2438	36.95652173913044	6bd5b2ad9372970c08f92b993d99ef98	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_mar17	chromosome	-	-	sample_27	10049	41.307592795303016	b7bb7e10a4e04dd911f2b9e675818d5c	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_mar17	chromosome	-	-	sample_28	1941	43.070582174137044	ffddabd6f5ed028091a3555dafe919f4	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_mar17	chromosome	-	-	sample_29	5680	37.605633802816904	a501460cf622daae1d8b6a9b2e90dbd0	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_mar17	chromosome	-	-	sample_30	4647	48.82720034430815	6dfc5926d6f279e6edd81ec12146e724	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_mar17	chromosome	-	-	sample_31	2787	47.290993900251166	01e30dcaed1b647a761b7ae85ec5e445	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_mar17	chromosome	-	-	sample_32	2559	44.62680734661977	61e64da50269fcc21d64373fd1479396	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_mar17	chromosome	-	-	sample_33	2471	47.551598543099956	383666d29f74d6407cb813304bbb3d8e	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_mar17	chromosome	-	-	sample_34	3977	41.18682423937641	f395c0293cfdf51646fcc7e77b9a0565	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_mar17	chromosome	-	-	sample_35	10049	41.566325007463426	8cdc618ed1dff87e0fed780180d5a752	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_mar17	chromosome	-	-	sample_36	1809	58.43007186290768	5e70d77a2888a147dbfd9dda9ee03af7	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_mar17	chromosome	-	-	sample_37	370	43.513513513513516	7dedc2e079d4b4cf924fbf33eea1ccd3	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_mar17	chromosome	-	-	sample_38	3116	40.853658536585364	bb9a4ff6c90282efe36cbd514c5bbe67	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_mar17	chromosome	-	-	sample_39	1292	50.77399380804953	88f55d5cf6ed33d601248896789c2061	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_mar17	chromosome	-	-	sample_40	3656	39.41466083150985	399d40ccfb78d56f8f2cd8e46de9a0a2	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_mar17	chromosome	-	-	sample_41	1936	47.31404958677686	5f82577c599552a22e5574d85704474e	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
samples_llm_mar17	chromosome	-	-	sample_42	7437	42.517144009681324	7b0340dd39077b41cb09dd55e7432780	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
